Name,Author,Created,Commands,Command,Description,Usecase,Category,Privileges,MitreID,OperatingSystem,Resources,driver_description,Acknowledgement,Person,Handle,Detection,KnownHashes,Metadata,binary,Verified,Date,Publisher,Company,Description,Product,Product Version,File Version,Machine Type,OriginalFilename,driver_verified,POCs
WinIo64C.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,,,,,"hash:b242b0332b9c9e8e17ec27ef10d75503d20d97b6, hash:a65fabaf64aa1934314aae23f25cdf215cbaa4b6",,,,,,,,,,,,,FALSE,
PCHunter.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,,,,,hash:1b7fb154a7b7903a3c81f12f4b094f24a3c60a6a8cffca894c67c264ab7545fa,,,,,,,,,,,,,FALSE,
aswArPot.sys,Michael Haag,2023-01-09,,,Avast’s “Anti Rootkit” driver (also used by AVG) has been found to be vulnerable to two high severity attacks that could potentially lead to privilege escalation by running code in the kernel from a non-administrator user.,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,"CVE-2022-26522, CVE-2022-26523: Both of these vulnerabilities were fixed in version 22.1.",,,@mattnotmax,,hash:4b5229b3250c8c08b98cb710d6c056144271de099a57ae09f5d2097fc41bd4f1,,,,2021-02-01 14:09:00,,AVAST Software,Avast Anti Rootkit,"Avast Antivirus",,21.1.187.0,x64,aswArPot.sys,TRUE,https://github.com/timwhitez/killProcessPOC
Bs_Def.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,,,,,hash:5f5e5f1c93d961985624768b7c676d488c7c7c1d4c043f6fc1ea1904fefb75be,,,,,,,,,,,,,FALSE,
BS_RCIO.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,,,,,hash:362c4f3dadc9c393682664a139d65d80e32caa2a97b6e0361dfd713a73267ecc,,,,,,,,,,,,,FALSE,
IObitUnlocker.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,,,,,hash:f85cca4badff17d1aa90752153ccec77a68ad282b69e3985fdc4743eaea85004,,,,,,,,,,,,,FALSE,
LenovoDiagnosticsDriver.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,,,,,hash:f05b1ee9e2f6ab704b8919d5071becbce6f9d0f9d0ba32a460c41d5272134abe,,,,,,,,,,,,,FALSE,
Lv561av.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,,,,,hash:e86cb77de7b6a8025f9a546f6c45d135f471e664963cf70b381bee2dfd0fdef4,,,,,,,,,,,,,FALSE,
mydrivers.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,,,,,hash:08eb2d2aa25c5f0af4e72a7e0126735536f6c2c05e9c7437282171afe5e322c6,,,,,,,,,,,,,FALSE,
PanIOx64.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,,,,,hash:6b830ea0db6546a044c9900d3f335e7820c2a80e147b0751641899d1a5aa8f74,,,,,,,,,,,,,FALSE,
PanIO.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,,,,,hash:f596e64f4c5d7c37a00493728d8756b243cfdc11e3372d6d6dfeffc13c9ab960,,,,,,,,,,,,,FALSE,
PanMonFltX64.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,,,,,hash:06508aacb4ed0a1398a2b0da5fa2dbf7da435b56da76fd83c759a50a51c75caf,,,,,,,,,,,,,FALSE,
PanMonFlt.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,,,,,hash:7e0124fcc7c95fdc34408cf154cb41e654dade8b898c71ad587b2090b1da30d7,,,,,,,,,,,,,FALSE,
WiseUnlo.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,,,,,hash:358ac54be252673841a1d65bfc2fb6d549c1a4c877fa7f5e1bfa188f30375d69,,,,,,,,,,,,,FALSE,
wantd.sys,Michael Haag,2023-02-28,,,Driver used in the Daxin malware campaign.,Elevate privileges,malicious,kernel,T1068,Windows 10,"Link:https://gist.github.com/MHaggis/9ab3bb795a6018d70fb11fa7c31f8f48, Link:https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/daxin-backdoor-espionage",,,,,,hash:06a0ec9a316eb89cb041b1907918e3ad3b03842ec65f004f6fa74d57955573a4,,,A required certificate is not within its validity period when verifying against the current system clock or the timestamp in the signed file.,11:59 PM 11/27/2013,"Anhua Xinda (Beijing) Technology Co., Ltd.",Microsoft Corporation,WAN Transport Driver,Microsoft Windows Operating System,6.1.7600.1172,6.1.7600.1172,64-bit,,TRUE,
ndislan.sys,Michael Haag,2023-02-28,,,Driver used in the Daxin malware campaign.,Elevate privileges,malicious,kernel,T1068,Windows 10,"Link:https://gist.github.com/MHaggis/9ab3bb795a6018d70fb11fa7c31f8f48, Link:https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/daxin-backdoor-espionage",,,,,,"hash:0f82947b2429063734c46c34fb03b4fa31050e49c27af15283d335ea22fe0555, hash:3e7724cb963ad5872af9cfb93d01abf7cd9b07f47773360ad0501592848992f4",,,A required certificate is not within its validity period when verifying against the current system clock or the timestamp in the signed file.,1:03 AM 9/3/2019,"Anhua Xinda (Beijing) Technology Co., Ltd.",Microsoft Corporation,MS LAN Driver,Microsoft« Windows« Operating System,6.1.7600.16385,6.1.7600.16385,64-bit,,TRUE,
daxin_blank.sys,Michael Haag,2023-02-28,,,Driver used in the Daxin malware campaign.,Elevate privileges,malicious,kernel,T1068,Windows 10,"Link:https://gist.github.com/MHaggis/9ab3bb795a6018d70fb11fa7c31f8f48, Link:https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/daxin-backdoor-espionage",,,,,,hash:49c827cf48efb122a9d6fd87b426482b7496ccd4a2dbca31ebbf6b2b80c98530,,,Signed,7:07 AM 1/23/2013,"Anhua Xinda (Beijing) Technology Co., Ltd.",n/a,n/a,n/a,n/a,n/a,64-bit,,TRUE,
daxin_blank1.sys,Michael Haag,2023-02-28,,,Driver used in the Daxin malware campaign.,Elevate privileges,malicious,kernel,T1068,Windows 10,"Link:https://gist.github.com/MHaggis/9ab3bb795a6018d70fb11fa7c31f8f48, Link:https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/daxin-backdoor-espionage",,,,,,hash:5bc3994612624da168750455b363f2964e1861dba4f1c305df01b970ac02a7ae,,,A certificate was explicitly revoked by its issuer.,4:05 AM 2/6/2021,"Fuqing Yuntan Network Tech Co.,Ltd.",n/a,n/a,n/a,n/a,n/a,64-bit,,TRUE,
daxin_blank2.sys,Michael Haag,2023-02-28,,,Driver used in the Daxin malware campaign.,Elevate privileges,malicious,kernel,T1068,Windows 10,"Link:https://gist.github.com/MHaggis/9ab3bb795a6018d70fb11fa7c31f8f48, Link:https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/daxin-backdoor-espionage",,,,,,hash:5c1585b1a1c956c7755429544f3596515dfdf928373620c51b0606a520c6245a,,,A certificate was explicitly revoked by its issuer.,4:05 AM 2/6/2021,"Fuqing Yuntan Network Tech Co.,Ltd.",n/a,n/a,n/a,n/a,n/a,64-bit,,TRUE,
wantd_2.sys,Michael Haag,2023-02-28,,,Driver used in the Daxin malware campaign.,Elevate privileges,malicious,kernel,T1068,Windows 10,"Link:https://gist.github.com/MHaggis/9ab3bb795a6018d70fb11fa7c31f8f48, Link:https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/daxin-backdoor-espionage",,,,,,hash:6908ebf52eb19c6719a0b508d1e2128f198d10441551cbfb9f4031d382f5229f,,,Signed,7:52 AM 4/30/2014,"Anhua Xinda (Beijing) Technology Co., Ltd.",Microsoft Corporation,WAN Transport Driver,Microsoft Windows Operating System,6.1.7600.938,6.1.7600.938,64-bit,,TRUE,
daxin_blank3.sys,Michael Haag,2023-02-28,,,Driver used in the Daxin malware campaign.,Elevate privileges,malicious,kernel,T1068,Windows 10,"Link:https://gist.github.com/MHaggis/9ab3bb795a6018d70fb11fa7c31f8f48, Link:https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/daxin-backdoor-espionage",,,,,,hash:7a7e8df7173387aec593e4fe2b45520ea3156c5f810d2bb1b2784efd1c922376,,,Unsigned,12:54 AM 11/18/2009,n/a,n/a,n/a,n/a,n/a,n/a,32-bit,,TRUE,
wantd_3.sys,Michael Haag,2023-02-28,,,Driver used in the Daxin malware campaign.,Elevate privileges,malicious,kernel,T1068,Windows 10,"Link:https://gist.github.com/MHaggis/9ab3bb795a6018d70fb11fa7c31f8f48, Link:https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/daxin-backdoor-espionage",,,,,,hash:81c7bb39100d358f8286da5e9aa838606c98dfcc263e9a82ed91cd438cb130d1,,,Unsigned,7:52 AM 4/30/2014,n/a,Microsoft Corporation,WAN Transport Driver,Microsoft Windows Operating System,5.2.3790.938,5.2.3790.938,32-bit,,TRUE,
wantd_4.sys,Michael Haag,2023-02-28,,,Driver used in the Daxin malware campaign.,Elevate privileges,malicious,kernel,T1068,Windows 10,"Link:https://gist.github.com/MHaggis/9ab3bb795a6018d70fb11fa7c31f8f48, Link:https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/daxin-backdoor-espionage",,,,,,hash:8d9a2363b757d3f127b9c6ed8f7b8b018e652369bc070aa3500b3a978feaa6ce,,,The digital signature of the object did not verify.,8:23 PM 2/28/2022,"Anhua Xinda (Beijing) Technology Co., Ltd.",Microsoft Corporation,WAN Transport Driver,Microsoft Windows Operating System,6.1.7600.1172,6.1.7600.1172,64-bit,,TRUE,
daxin_blank4.sys,Michael Haag,2023-02-28,,,Driver used in the Daxin malware campaign.,Elevate privileges,malicious,kernel,T1068,Windows 10,"Link:https://gist.github.com/MHaggis/9ab3bb795a6018d70fb11fa7c31f8f48, Link:https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/daxin-backdoor-espionage",,,,,,hash:8dafe5f3d0527b66f6857559e3c81872699003e0f2ffda9202a1b5e29db2002e,,,Unsigned,8:42 AM 4/20/2010,n/a,n/a,n/a,n/a,n/a,n/a,32-bit,,TRUE,
ntbios.sys,Michael Haag,2023-02-28,,,Driver used in the Daxin malware campaign.,Elevate privileges,malicious,kernel,T1068,Windows 10,"Link:https://gist.github.com/MHaggis/9ab3bb795a6018d70fb11fa7c31f8f48, Link:https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/daxin-backdoor-espionage",,,,,,hash:96bf3ee7c6673b69c6aa173bb44e21fa636b1c2c73f4356a7599c121284a51cc,,,Unsigned,10:26 AM 11/19/2009,n/a,Microsoft Corporation,ntbios driver, Microsoft(R) Windows (R) NT Operating System,"5, 0, 2, 1","5, 0, 2, 1",32-bit,,TRUE,
daxin_blank5.sys,Michael Haag,2023-02-28,,,Driver used in the Daxin malware campaign.,Elevate privileges,malicious,kernel,T1068,Windows 10,"Link:https://gist.github.com/MHaggis/9ab3bb795a6018d70fb11fa7c31f8f48, Link:https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/daxin-backdoor-espionage",,,,,,hash:9c2f3e9811f7d0c7463eaa1ee6f39c23f902f3797b80891590b43bbe0fdf0e51,,,Unsigned,1:29 AM 7/18/2008,n/a,n/a,n/a,n/a,n/a,n/a,32-bit,,TRUE,
ndislan.sys,Michael Haag,2023-02-28,,,Driver used in the Daxin malware campaign.,Elevate privileges,malicious,kernel,T1068,Windows 10,"Link:https://gist.github.com/MHaggis/9ab3bb795a6018d70fb11fa7c31f8f48, Link:https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/daxin-backdoor-espionage",,,,,,hash:b0eb4d999e4e0e7c2e33ff081e847c87b49940eb24a9e0794c6aa9516832c427,,,A required certificate is not within its validity period when verifying against the current system clock or the timestamp in the signed file.,4:49 PM 10/12/2012,"Anhua Xinda (Beijing) Technology Co., Ltd.",Microsoft Corporation,MS LAN Driver,Microsoft« Windows« Operating System,6.1.7600.1421,6.1.7600.1421,64-bit,,TRUE,
wantd_5.sys,Michael Haag,2023-02-28,,,Driver used in the Daxin malware campaign.,Elevate privileges,malicious,kernel,T1068,Windows 10,"Link:https://gist.github.com/MHaggis/9ab3bb795a6018d70fb11fa7c31f8f48, Link:https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/daxin-backdoor-espionage",,,,,,hash:b9dad0131c51e2645e761b74a71ebad2bf175645fa9f42a4ab0e6921b83306e3,,,The digital signature of the object did not verify.,8:23 PM 2/28/2022,"Anhua Xinda (Beijing) Technology Co., Ltd.",Microsoft Corporation,WAN Transport Driver,Microsoft Windows Operating System,6.1.7600.1172,6.1.7600.1172,64-bit,,TRUE,
ntbios_2.sys,Michael Haag,2023-02-28,,,Driver used in the Daxin malware campaign.,Elevate privileges,malicious,kernel,T1068,Windows 10,"Link:https://gist.github.com/MHaggis/9ab3bb795a6018d70fb11fa7c31f8f48, Link:https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/daxin-backdoor-espionage",,,,,,hash:c0d88db11d0f529754d290ed5f4c34b4dba8c4f2e5c4148866daabeab0d25f9c,,,Unsigned,3:04 AM 5/18/2009,n/a,Microsoft Corporation,ntbios driver, Microsoft(R) Windows (R) NT Operating System,"5, 0, 2, 1","5, 0, 2, 1",32-bit,,TRUE,
daxin_blank6.sys,Michael Haag,2023-02-28,,,Driver used in the Daxin malware campaign.,Elevate privileges,malicious,kernel,T1068,Windows 10,"Link:https://gist.github.com/MHaggis/9ab3bb795a6018d70fb11fa7c31f8f48, Link:https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/daxin-backdoor-espionage",,,,,,hash:e6a7b0bc01a627a7d0ffb07faddb3a4dd96b6f5208ac26107bdaeb3ab1ec8217,,,Unsigned,2:44 AM 3/26/2009,n/a,n/a,n/a,n/a,n/a,n/a,32-bit,,TRUE,
wantd_6.sys,Michael Haag,2023-02-28,,,Driver used in the Daxin malware campaign.,Elevate privileges,malicious,kernel,T1068,Windows 10,"Link:https://gist.github.com/MHaggis/9ab3bb795a6018d70fb11fa7c31f8f48, Link:https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/daxin-backdoor-espionage",,,,,,hash:e7af7bcb86bd6bab1835f610671c3921441965a839673ac34444cf0ce7b2164e,,,The digital signature of the object did not verify.,8:23 PM 2/28/2022,"Anhua Xinda (Beijing) Technology Co., Ltd.",Microsoft Corporation,WAN Transport Driver,Microsoft Windows Operating System,6.1.7600.1172,6.1.7600.1172,64-bit,,TRUE,
4.sys,Michael Haag,2023-03-01,,,Driver categorized as POORTRY by Mandiant.,Elevate privileges,malicious,kernel,T1068,Windows 10,Link:https://www.mandiant.com/resources/blog/hunting-attestation-signed-malware,,,,,,hash:6fcf56f6ca3210ec397e55f727353c4a,,,,,,,,,,,,,TRUE,
NodeDriver.sys,Michael Haag,2023-03-02,,,Driver categorized as POORTRY by Mandiant.,Elevate privileges,malicious,kernel,T1068,Windows 10,Link:https://www.mandiant.com/resources/blog/hunting-attestation-signed-malware,,,,,,hash:ee6b1a79cb6641aa44c762ee90786fe0,,,,,,,,,,,,,TRUE,
Air_SYSTEM10.sys,Michael Haag,2023-03-03,,,Driver categorized as POORTRY by Mandiant.,Elevate privileges,malicious,kernel,T1068,Windows 10,Link:https://www.mandiant.com/resources/blog/hunting-attestation-signed-malware,,,,,,hash:1f2888e57fdd6aee466962c25ba7d62d,,,,,,,,,,,,,TRUE,
PcieCubed.sys,Michael Haag,2023-03-04,,,Driver categorized as POORTRY by Mandiant.,Elevate privileges,malicious,kernel,T1068,Windows 10,Link:https://www.mandiant.com/resources/blog/hunting-attestation-signed-malware,,,,,,hash:22949977ce5cd96ba674b403a9c81285,,,,,,,,,,,,,TRUE,
Sense5Ext.sys,Michael Haag,2023-03-04,,,Driver categorized as POORTRY by Mandiant.,Elevate privileges,malicious,kernel,T1068,Windows 10,Link:https://www.mandiant.com/resources/blog/hunting-attestation-signed-malware,,,,,,hash:4e1f656001af3677856f664e96282a6f,,,,,,,,,,,,,TRUE,
POORTRY.sys,Michael Haag,2023-03-04,,,Driver categorized as POORTRY by Mandiant.,Elevate privileges,malicious,kernel,T1068,Windows 10,Link:https://www.mandiant.com/resources/blog/hunting-attestation-signed-malware,,,,,,hash:7f9309f5e4defec132b622fadbcad511,,,,,,,,,,,,,TRUE,
POORTRY1.sys,Michael Haag,2023-03-04,,,Driver categorized as POORTRY by Mandiant.,Elevate privileges,malicious,kernel,T1068,Windows 10,Link:https://www.mandiant.com/resources/blog/hunting-attestation-signed-malware,,,,,,hash:acac842a46f3501fe407b1db1b247a0b,,,,,,,,,,,,,TRUE,
POORTRY2.sys,Michael Haag,2023-03-04,,,Driver categorized as POORTRY by Mandiant.,Elevate privileges,malicious,kernel,T1068,Windows 10,Link:https://www.mandiant.com/resources/blog/hunting-attestation-signed-malware,,,,,,hash:b164daf106566f444dfb280d743bc2f7,,,,,,,,,,,,,TRUE,
2.sys,Michael Haag,2023-03-04,,,Driver categorized as POORTRY by Mandiant.,Elevate privileges,malicious,kernel,T1068,Windows 10,Link:https://www.mandiant.com/resources/blog/hunting-attestation-signed-malware,,,,,,hash:bd25be845c151370ff177509d95d5add,,,,,,,,,,,,,TRUE,
7.sys,Michael Haag,2023-03-04,,,Driver categorized as POORTRY by Mandiant.,Elevate privileges,malicious,kernel,T1068,Windows 10,Link:https://www.mandiant.com/resources/blog/hunting-attestation-signed-malware,,,,,,hash:dc564bac7258e16627b9de0ce39fae25,,,,,,,,,,,,,TRUE,
Sense5Ext.sys,Michael Haag,2023-03-04,,,Driver categorized as POORTRY by Mandiant.,Elevate privileges,malicious,kernel,T1068,Windows 10,Link:https://www.mandiant.com/resources/blog/hunting-attestation-signed-malware,,,,,,hash:f9844524fb0009e5b784c21c7bad4220,,,,,,,,,,,,,TRUE,
gftkyj64.sys,Michael Haag,2023-03-04,,,"SentinelOne has observed prominent threat actors abusing legitimately signed Microsoft drivers in active intrusions into telecommunication, BPO, MSSP, and financial services businesses.
Investigations into these intrusions led to the discovery of POORTRY and STONESTOP malware, part of a small toolkit designed to terminate AV and EDR processes.
We first reported our discovery to Microsoft’s Security Response Center (MSRC) in October 2022 and received an official case number (75361). Today, MSRC released an associated advisory under ADV220005.
This research is being released alongside Mandiant, a SentinelOne technology and incident response partner. ",Elevate privileges,malicious,kernel,T1068,Windows 10,Link:https://www.sentinelone.com/labs/driving-through-defenses-targeted-attacks-leverage-signed-malicious-microsoft-drivers/,,,,,,"hash:9b1b15a3aacb0e786a608726c3abfc94968915cedcbd239ddf903c4a54bfcf0c
",,,,,,,,,,,,,TRUE,
4.sys,Michael Haag,2023-03-04,,,"SentinelOne has observed prominent threat actors abusing legitimately signed Microsoft drivers in active intrusions into telecommunication, BPO, MSSP, and financial services businesses.
Investigations into these intrusions led to the discovery of POORTRY and STONESTOP malware, part of a small toolkit designed to terminate AV and EDR processes.
We first reported our discovery to Microsoft’s Security Response Center (MSRC) in October 2022 and received an official case number (75361). Today, MSRC released an associated advisory under ADV220005.
This research is being released alongside Mandiant, a SentinelOne technology and incident response partner. ",Elevate privileges,malicious,kernel,T1068,Windows 10,Link:https://www.sentinelone.com/labs/driving-through-defenses-targeted-attacks-leverage-signed-malicious-microsoft-drivers/,,,,,,hash:8e035beb02a411f8a9e92d4cf184ad34f52bbd0a81a50c222cdd4706e4e45104,,,,,,,,,,,,,TRUE,
LcTkA.sys,Michael Haag,2023-03-04,,,"SentinelOne has observed prominent threat actors abusing legitimately signed Microsoft drivers in active intrusions into telecommunication, BPO, MSSP, and financial services businesses.
Investigations into these intrusions led to the discovery of POORTRY and STONESTOP malware, part of a small toolkit designed to terminate AV and EDR processes.
We first reported our discovery to Microsoft’s Security Response Center (MSRC) in October 2022 and received an official case number (75361). Today, MSRC released an associated advisory under ADV220005.
This research is being released alongside Mandiant, a SentinelOne technology and incident response partner. ",Elevate privileges,malicious,kernel,T1068,Windows 10,Link:https://www.sentinelone.com/labs/driving-through-defenses-targeted-attacks-leverage-signed-malicious-microsoft-drivers/,,,,,,hash:c8f9e1ad7b8cce62fba349a00bc168c849d42cfb2ca5b2c6cc4b51d054e0c497,,,,,,,,,,,,,TRUE,
